IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.74.35,2053,2053,true,SIN,Asia Pacific,Singapore,69,10.39
8.218.18.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,10.39
8.219.101.138,2087,2087,true,SIN,Asia Pacific,Singapore,120,10.38
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,36,10.37
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,15,10.37
8.219.147.58,2096,2096,true,SIN,Asia Pacific,Singapore,127,10.37
8.219.206.53,80,80,false,SIN,Asia Pacific,Singapore,7,10.37
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,130,10.36
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,19,10.36
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,63,10.35
8.219.170.180,2087,2087,true,SIN,Asia Pacific,Singapore,89,10.35
8.217.167.88,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,10.34
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,50,10.34
8.222.144.117,8880,8880,false,SIN,Asia Pacific,Singapore,61,10.34
8.218.119.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,10.34
8.219.153.237,2095,2095,false,NRT,Asia Pacific,Tokyo,93,10.32
8.219.103.65,2087,2087,true,SIN,Asia Pacific,Singapore,112,10.32
8.222.134.170,2096,2096,true,SIN,Asia Pacific,Singapore,96,10.32
8.219.209.14,8443,8443,true,SIN,Asia Pacific,Singapore,75,10.31
8.219.40.255,2086,2086,false,SIN,Asia Pacific,Singapore,31,10.31
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,10.31
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,10.29
8.219.228.157,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.27
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,87,10.27
8.219.248.47,443,443,true,SIN,Asia Pacific,Singapore,134,10.26
47.236.254.120,2087,2087,true,SIN,Asia Pacific,Singapore,66,10.26
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,23,10.25
8.218.65.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,10.25
8.219.137.50,443,443,true,SIN,Asia Pacific,Singapore,120,10.23
8.219.60.68,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.23
8.219.13.143,2096,2096,true,SIN,Asia Pacific,Singapore,95,10.22
8.219.196.117,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.22
47.236.121.7,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.21
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,100,10.21
8.218.18.132,2096,2096,true,HKG,Asia Pacific,Hong Kong,88,10.21
8.219.140.63,2083,2083,true,SIN,Asia Pacific,Singapore,108,10.21
8.219.201.174,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.21
8.219.60.68,8443,8443,true,SIN,Asia Pacific,Singapore,46,10.21
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,100,10.20
8.219.186.189,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.20
8.219.242.208,2053,2053,true,SIN,Asia Pacific,Singapore,45,10.20
8.222.183.242,2086,2086,false,SIN,Asia Pacific,Singapore,8,10.20
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,40,10.19
8.219.242.208,8880,8880,false,SIN,Asia Pacific,Singapore,7,10.19
8.219.13.143,2086,2086,false,SIN,Asia Pacific,Singapore,6,10.19
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,71,10.18
8.219.72.50,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.18
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,10.17
8.219.72.51,80,80,false,SIN,Asia Pacific,Singapore,28,10.17
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,18,10.17
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,10.17
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,10.17
8.219.251.81,8443,8443,true,SIN,Asia Pacific,Singapore,152,10.17
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,99,10.17
8.217.193.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,10.17
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,10.17
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,67,10.16
8.219.198.139,2096,2096,true,SIN,Asia Pacific,Singapore,103,10.16
8.219.228.193,8880,8880,false,SIN,Asia Pacific,Singapore,9,10.16
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,213,10.15
8.219.73.21,443,443,true,SIN,Asia Pacific,Singapore,122,10.15
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,61,10.14
8.219.51.211,2053,2053,true,SIN,Asia Pacific,Singapore,112,10.14
8.218.156.91,443,443,true,HKG,Asia Pacific,Hong Kong,65,10.14
8.219.178.101,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.13
8.219.201.245,80,80,false,SIN,Asia Pacific,Singapore,29,10.13
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,10.12
8.219.215.214,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.12
8.219.193.22,2096,2096,true,SIN,Asia Pacific,Singapore,106,10.10
8.222.180.242,2096,2096,true,SIN,Asia Pacific,Singapore,63,10.09
8.219.245.187,2083,2083,true,SIN,Asia Pacific,Singapore,72,10.09
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,10.09
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,22,10.09
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,43,10.09
8.219.83.201,2053,2053,true,SIN,Asia Pacific,Singapore,108,10.09
8.218.22.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,10.08
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,30,10.07
8.219.175.127,2096,2096,true,SIN,Asia Pacific,Singapore,112,10.07
8.219.101.138,2096,2096,true,SIN,Asia Pacific,Singapore,85,10.07
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,10.06
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,97,10.06
8.219.197.111,2096,2096,true,SIN,Asia Pacific,Singapore,61,10.06
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,62,10.06
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,10.05
8.219.201.245,443,443,true,SIN,Asia Pacific,Singapore,63,10.05
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,17,10.04
47.245.115.6,2052,2052,false,SIN,Asia Pacific,Singapore,22,10.04
8.219.200.145,443,443,true,SIN,Asia Pacific,Singapore,73,10.04
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,12,10.03
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,64,10.03
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,99,10.02
8.219.206.180,8443,8443,true,SIN,Asia Pacific,Singapore,110,10.01
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,83,10.01
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,84,10.01
8.219.167.65,2096,2096,true,SIN,Asia Pacific,Singapore,98,9.99
8.219.220.88,8443,8443,true,SIN,Asia Pacific,Singapore,104,9.99
8.219.247.203,8443,8443,true,SIN,Asia Pacific,Singapore,91,9.99
47.236.166.131,2087,2087,true,SIN,Asia Pacific,Singapore,74,9.99
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,108,9.98
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,95,9.97
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,32,9.97
8.219.5.10,2083,2083,true,SIN,Asia Pacific,Singapore,64,9.97
8.219.206.53,8443,8443,true,SIN,Asia Pacific,Singapore,98,9.97
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,36,9.97
8.219.103.126,443,443,true,SIN,Asia Pacific,Singapore,81,9.97
8.219.97.179,2082,2082,false,SIN,Asia Pacific,Singapore,8,9.97
8.219.201.8,443,443,true,SIN,Asia Pacific,Singapore,91,9.96
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,43,9.95
47.236.116.182,2086,2086,false,SIN,Asia Pacific,Singapore,14,9.94
8.210.174.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,9.93
8.222.221.109,8443,8443,true,SIN,Asia Pacific,Singapore,112,9.92
8.219.3.53,2095,2095,false,SIN,Asia Pacific,Singapore,43,9.91
8.219.106.15,2087,2087,true,SIN,Asia Pacific,Singapore,83,9.91
8.219.250.239,443,443,true,SIN,Asia Pacific,Singapore,85,9.90
8.217.91.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,9.90
8.222.209.223,2053,2053,true,SIN,Asia Pacific,Singapore,55,9.90
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,19,9.89
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,17,9.88
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,9.87
8.219.201.8,2086,2086,false,SIN,Asia Pacific,Singapore,8,9.87
8.219.175.127,2052,2052,false,SIN,Asia Pacific,Singapore,42,9.87
8.219.179.34,2087,2087,true,SIN,Asia Pacific,Singapore,87,9.87
8.219.147.58,2053,2053,true,SIN,Asia Pacific,Singapore,113,9.87
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,9.86
8.219.206.53,2087,2087,true,SIN,Asia Pacific,Singapore,149,9.86
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,133,9.86
8.219.141.174,443,443,true,SIN,Asia Pacific,Singapore,85,9.86
8.219.100.155,80,80,false,SIN,Asia Pacific,Singapore,41,9.86
8.219.222.98,2053,2053,true,SIN,Asia Pacific,Singapore,80,9.85
8.219.104.37,2053,2053,true,SIN,Asia Pacific,Singapore,59,9.85
8.219.74.35,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.85
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,35,9.85
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,22,9.84
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,11,9.84
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,8,9.84
47.237.0.31,2053,2053,true,SIN,Asia Pacific,Singapore,42,9.83
8.219.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,10,9.83
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,16,9.83
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,9.83
8.219.6.150,2096,2096,true,SIN,Asia Pacific,Singapore,117,9.83
8.218.119.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,9.82
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,6,9.82
8.219.13.143,8880,8880,false,SIN,Asia Pacific,Singapore,25,9.82
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,104,9.81
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,12,9.81
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,74,9.81
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,44,9.81
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,15,9.81
8.219.186.189,2087,2087,true,SIN,Asia Pacific,Singapore,65,9.81
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,12,9.81
47.236.170.54,2096,2096,true,SIN,Asia Pacific,Singapore,75,9.80
8.219.73.21,2087,2087,true,SIN,Asia Pacific,Singapore,77,9.80
8.219.215.214,2083,2083,true,SIN,Asia Pacific,Singapore,131,9.79
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,9.79
8.219.196.24,2086,2086,false,SIN,Asia Pacific,Singapore,11,9.78
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,13,9.78
8.219.113.232,2083,2083,true,SIN,Asia Pacific,Singapore,93,9.78
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,9.77
8.219.240.160,80,80,false,SIN,Asia Pacific,Singapore,10,9.77
8.219.229.190,2053,2053,true,SIN,Asia Pacific,Singapore,76,9.77
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,8,9.77
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,35,9.76
8.219.206.180,2086,2086,false,SIN,Asia Pacific,Singapore,12,9.76
47.243.86.79,80,80,false,HKG,Asia Pacific,Hong Kong,49,9.76
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,18,9.76
8.219.228.186,2087,2087,true,SIN,Asia Pacific,Singapore,100,9.76
8.219.245.187,2082,2082,false,SIN,Asia Pacific,Singapore,42,9.76
8.222.138.164,2087,2087,true,SIN,Asia Pacific,Singapore,36,9.75
8.218.243.95,2083,2083,true,HKG,Asia Pacific,Hong Kong,82,9.75
8.219.210.57,2087,2087,true,SIN,Asia Pacific,Singapore,128,9.74
8.219.3.53,80,80,false,SIN,Asia Pacific,Singapore,9,9.74
8.219.228.193,2052,2052,false,SIN,Asia Pacific,Singapore,16,9.74
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,72,9.74
8.222.167.147,2087,2087,true,SIN,Asia Pacific,Singapore,94,9.74
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,9.74
8.219.72.50,2096,2096,true,SIN,Asia Pacific,Singapore,95,9.73
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,11,9.73
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,9.73
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,61,9.71
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,23,9.71
8.219.228.157,2053,2053,true,SIN,Asia Pacific,Singapore,87,9.70
