IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.222.8,2087,2087,true,SIN,Asia Pacific,Singapore,66,8.32
8.218.149.193,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,8.32
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,77,8.32
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,62,8.32
8.218.188.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,8.32
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,26,8.31
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.31
8.219.195.47,2086,2086,false,SIN,Asia Pacific,Singapore,24,8.31
8.219.179.34,2087,2087,true,SIN,Asia Pacific,Singapore,64,8.31
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,8.31
8.219.199.220,443,443,true,SIN,Asia Pacific,Singapore,95,8.31
47.236.144.196,2087,2087,true,SIN,Asia Pacific,Singapore,73,8.31
47.236.205.188,8443,8443,true,SIN,Asia Pacific,Singapore,91,8.30
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,8.30
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,8.30
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,34,8.30
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,8.30
47.237.81.112,2096,2096,true,SIN,Asia Pacific,Singapore,54,8.29
8.222.140.87,2087,2087,true,SIN,Asia Pacific,Singapore,87,8.29
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,8.29
8.219.193.202,2096,2096,true,SIN,Asia Pacific,Singapore,61,8.29
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,101,8.29
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,27,8.29
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,43,8.28
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,55,8.28
8.219.206.53,2083,2083,true,SIN,Asia Pacific,Singapore,215,8.27
8.219.13.143,2095,2095,false,SIN,Asia Pacific,Singapore,31,8.27
8.219.250.239,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.26
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,92,8.26
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.26
47.237.95.140,2083,2083,true,SIN,Asia Pacific,Singapore,95,8.26
47.236.121.23,2083,2083,true,SIN,Asia Pacific,Singapore,59,8.26
8.219.215.214,8080,8080,false,SIN,Asia Pacific,Singapore,18,8.25
8.219.199.220,2087,2087,true,SIN,Asia Pacific,Singapore,83,8.25
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,43,8.25
8.219.196.24,8880,8880,false,SIN,Asia Pacific,Singapore,54,8.25
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.25
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,26,8.25
8.217.250.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,8.25
8.217.147.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,85,8.25
8.219.250.239,2087,2087,true,SIN,Asia Pacific,Singapore,49,8.25
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,92,8.24
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,127,8.24
8.217.250.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,8.24
8.219.242.208,8443,8443,true,SIN,Asia Pacific,Singapore,117,8.24
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.24
8.219.251.81,2087,2087,true,SIN,Asia Pacific,Singapore,235,8.22
47.236.104.11,2096,2096,true,SIN,Asia Pacific,Singapore,57,8.22
8.218.119.115,443,443,true,HKG,Asia Pacific,Hong Kong,53,8.22
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.21
8.210.146.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,8.21
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,61,8.21
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,88,8.21
8.222.138.164,2052,2052,false,SIN,Asia Pacific,Singapore,17,8.20
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,19,8.20
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,20,8.20
8.219.60.68,2083,2083,true,SIN,Asia Pacific,Singapore,62,8.20
8.219.194.170,2096,2096,true,SIN,Asia Pacific,Singapore,42,8.20
8.222.180.242,2082,2082,false,SIN,Asia Pacific,Singapore,23,8.20
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,108,8.20
47.236.164.215,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.20
8.218.156.91,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,8.19
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,51,8.19
8.222.222.64,2087,2087,true,SIN,Asia Pacific,Singapore,89,8.19
8.219.104.37,2096,2096,true,SIN,Asia Pacific,Singapore,113,8.19
47.236.145.85,2053,2053,true,SIN,Asia Pacific,Singapore,64,8.18
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.18
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,8.18
47.236.116.26,8080,8080,false,SIN,Asia Pacific,Singapore,28,8.18
47.237.10.1,8443,8443,true,SIN,Asia Pacific,Singapore,54,8.18
8.219.242.208,8080,8080,false,SIN,Asia Pacific,Singapore,23,8.18
8.218.149.193,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,8.16
8.219.206.53,443,443,true,SIN,Asia Pacific,Singapore,130,8.16
8.219.107.135,2053,2053,true,SIN,Asia Pacific,Singapore,93,8.15
47.237.82.15,8880,8880,false,SIN,Asia Pacific,Singapore,6,8.14
8.219.144.168,443,443,true,SIN,Asia Pacific,Singapore,101,8.14
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.14
8.210.151.69,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,8.14
47.237.95.146,80,80,false,SIN,Asia Pacific,Singapore,14,8.14
8.219.210.57,2087,2087,true,SIN,Asia Pacific,Singapore,114,8.12
8.222.224.17,2083,2083,true,SIN,Asia Pacific,Singapore,90,8.11
8.222.226.15,2083,2083,true,SIN,Asia Pacific,Singapore,69,8.11
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,8.11
8.222.183.242,8443,8443,true,SIN,Asia Pacific,Singapore,67,8.11
8.222.253.235,8080,8080,false,SIN,Asia Pacific,Singapore,36,8.11
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,91,8.11
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,17,8.11
8.219.196.117,8443,8443,true,SIN,Asia Pacific,Singapore,53,8.11
8.219.1.92,2053,2053,true,SIN,Asia Pacific,Singapore,30,8.10
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,7,8.10
47.237.10.1,2096,2096,true,SIN,Asia Pacific,Singapore,85,8.10
47.245.93.74,8880,8880,false,SIN,Asia Pacific,Singapore,20,8.09
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.09
8.219.4.122,2053,2053,true,SIN,Asia Pacific,Singapore,57,8.09
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,70,8.09
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,70,8.09
8.219.191.110,8443,8443,true,SIN,Asia Pacific,Singapore,72,8.08
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,8.08
8.219.195.47,2087,2087,true,SIN,Asia Pacific,Singapore,90,8.08
8.217.221.165,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,8.08
8.219.248.47,2096,2096,true,SIN,Asia Pacific,Singapore,83,8.08
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,101,8.08
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,8.07
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,22,8.07
47.237.95.156,8880,8880,false,SIN,Asia Pacific,Singapore,14,8.07
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,8.07
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,158,8.07
8.218.201.73,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,8.06
8.222.174.108,8443,8443,true,SIN,Asia Pacific,Singapore,93,8.06
8.222.152.165,2052,2052,false,SIN,Asia Pacific,Singapore,27,8.06
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,8.05
8.219.213.112,2087,2087,true,SIN,Asia Pacific,Singapore,114,8.05
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,8.05
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,26,8.05
8.219.145.245,2095,2095,false,SIN,Asia Pacific,Singapore,42,8.05
8.219.201.245,8080,8080,false,SIN,Asia Pacific,Singapore,255,8.05
47.245.115.6,8080,8080,false,SIN,Asia Pacific,Singapore,11,8.04
8.222.152.165,2086,2086,false,SIN,Asia Pacific,Singapore,41,8.04
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,8.04
8.219.13.143,443,443,true,SIN,Asia Pacific,Singapore,39,8.04
8.219.13.143,80,80,false,SIN,Asia Pacific,Singapore,45,8.04
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,25,8.04
47.76.49.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,8.03
47.236.171.205,2083,2083,true,SIN,Asia Pacific,Singapore,113,8.03
8.219.3.53,2096,2096,true,SIN,Asia Pacific,Singapore,67,8.03
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,8.03
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.02
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,8.02
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,6,8.02
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,8.02
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,29,8.01
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,82,8.01
47.236.9.152,8443,8443,true,SIN,Asia Pacific,Singapore,95,8.01
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.00
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,62,8.00
8.219.222.8,80,80,false,SIN,Asia Pacific,Singapore,13,8.00
8.219.228.186,80,80,false,SIN,Asia Pacific,Singapore,11,8.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,8.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,40,8.00
8.219.141.174,8080,8080,false,SIN,Asia Pacific,Singapore,21,7.99
8.219.222.98,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.99
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,23,7.99
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.99
8.217.250.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,7.99
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.99
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,26,7.99
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,64,7.99
47.243.183.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,7.99
8.218.122.55,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.98
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,20,7.98
8.219.228.193,2083,2083,true,SIN,Asia Pacific,Singapore,100,7.98
8.219.191.110,2053,2053,true,SIN,Asia Pacific,Singapore,217,7.98
8.222.226.15,2053,2053,true,SIN,Asia Pacific,Singapore,75,7.97
8.222.128.131,8443,8443,true,SIN,Asia Pacific,Singapore,99,7.97
47.236.253.41,2053,2053,true,SIN,Asia Pacific,Singapore,152,7.97
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.97
8.219.137.50,2082,2082,false,SIN,Asia Pacific,Singapore,8,7.97
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,7,7.97
8.219.82.35,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.96
47.243.161.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,7.96
8.219.11.158,2053,2053,true,SIN,Asia Pacific,Singapore,37,7.96
8.219.12.152,2052,2052,false,SIN,Asia Pacific,Singapore,19,7.95
8.219.159.232,443,443,true,SIN,Asia Pacific,Singapore,62,7.95
47.236.104.98,8880,8880,false,SIN,Asia Pacific,Singapore,30,7.95
8.219.174.142,2052,2052,false,SIN,Asia Pacific,Singapore,20,7.95
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,51,7.95
8.219.195.47,8880,8880,false,SIN,Asia Pacific,Singapore,18,7.94
8.222.213.221,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.94
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,28,7.94
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,7.94
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,7.94
8.210.65.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,7.93
8.219.12.152,8443,8443,true,SIN,Asia Pacific,Singapore,92,7.92
8.218.119.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,7.92
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,88,7.92
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,24,7.92
8.219.229.190,8080,8080,false,SIN,Asia Pacific,Singapore,22,7.92
8.219.159.232,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.92
8.222.146.222,2096,2096,true,SIN,Asia Pacific,Singapore,88,7.92
8.219.238.145,443,443,true,SIN,Asia Pacific,Singapore,74,7.92
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,7.91
8.219.179.34,2053,2053,true,SIN,Asia Pacific,Singapore,94,7.91
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,17,7.91
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,7.91
8.219.250.239,2053,2053,true,SIN,Asia Pacific,Singapore,81,7.90
8.219.72.50,2053,2053,true,SIN,Asia Pacific,Singapore,127,7.90
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,7.90
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,55,7.89
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,113,7.89
8.219.66.156,2053,2053,true,NRT,Asia Pacific,Tokyo,140,7.89
47.237.0.31,2083,2083,true,SIN,Asia Pacific,Singapore,65,7.88
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,60,7.88
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,31,7.88
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,130,7.87
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,72,7.87
8.218.3.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,7.86
8.222.253.235,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.86
8.218.110.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,7.86
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,12,7.86
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,69,7.86
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,17,7.86
8.219.222.8,80,80,false,SIN,Asia Pacific,Singapore,4,7.86
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,7.85
8.222.254.91,80,80,false,SIN,Asia Pacific,Singapore,19,7.85
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,24,7.85
47.245.107.174,2082,2082,false,SIN,Asia Pacific,Singapore,12,7.85
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,7.85
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,7.85
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,7.85
8.219.196.24,2096,2096,true,SIN,Asia Pacific,Singapore,51,7.85
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,29,7.85
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,19,7.84
8.218.2.181,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,7.84
8.218.243.95,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,7.83
8.219.137.50,2096,2096,true,SIN,Asia Pacific,Singapore,83,7.83
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.83
47.237.95.156,2053,2053,true,SIN,Asia Pacific,Singapore,57,7.82
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,7.82
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,7.82
8.210.151.69,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,7.82
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,7.82
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,126,7.82
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,147,7.81
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,45,7.80
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,7.80
8.219.153.237,2052,2052,false,NRT,Asia Pacific,Tokyo,90,7.80
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,12,7.79
8.218.18.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,7.79
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,85,7.79
8.219.206.180,2095,2095,false,SIN,Asia Pacific,Singapore,31,7.79
8.217.167.88,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,7.79
8.218.105.223,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,7.78
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,17,7.78
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.78
47.237.95.146,2083,2083,true,SIN,Asia Pacific,Singapore,50,7.78
8.219.174.142,443,443,true,SIN,Asia Pacific,Singapore,141,7.78
47.76.33.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,7.77
8.222.152.165,443,443,true,SIN,Asia Pacific,Singapore,131,7.76
8.219.102.252,2096,2096,true,SIN,Asia Pacific,Singapore,85,7.76
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,7.76
8.222.180.242,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.76
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,7.75
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,145,7.75
8.219.132.64,8080,8080,false,SIN,Asia Pacific,Singapore,20,7.74
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,109,7.74
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,7.73
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.73
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,87,7.73
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.72
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,7.72
8.219.100.155,2083,2083,true,SIN,Asia Pacific,Singapore,85,7.72
8.219.201.174,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.72
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,39,7.71
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,7.71
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,7.71
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,7.71
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.69
8.219.195.47,2082,2082,false,SIN,Asia Pacific,Singapore,23,7.69
8.219.201.245,2096,2096,true,SIN,Asia Pacific,Singapore,111,7.68
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,7.68
8.219.210.64,8443,8443,true,SIN,Asia Pacific,Singapore,122,7.68
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.67
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,39,7.67
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,47,7.67
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.67
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.66
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,43,7.66
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,27,7.66
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,7.66
47.237.84.173,2095,2095,false,SIN,Asia Pacific,Singapore,30,7.66
8.222.152.165,2095,2095,false,SIN,Asia Pacific,Singapore,28,7.65
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,7.65
8.219.222.8,2086,2086,false,SIN,Asia Pacific,Singapore,10,7.65
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,16,7.65
8.219.60.68,80,80,false,SIN,Asia Pacific,Singapore,13,7.65
8.222.223.34,2083,2083,true,SIN,Asia Pacific,Singapore,45,7.64
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,82,7.64
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,7.64
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,7.64
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,20,7.63
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,116,7.63
8.217.250.5,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,7.63
8.210.250.120,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,7.63
8.222.152.165,2082,2082,false,SIN,Asia Pacific,Singapore,57,7.63
8.219.215.214,8443,8443,true,SIN,Asia Pacific,Singapore,55,7.63
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,7.63
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,100,7.62
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,7.62
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.61
8.219.242.208,80,80,false,SIN,Asia Pacific,Singapore,10,7.61
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.61
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,22,7.61
8.222.180.242,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.61
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,10,7.60
8.222.249.98,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.60
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,30,7.60
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,7.59
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.59
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,35,7.58
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,44,7.58
8.219.156.148,443,443,true,SIN,Asia Pacific,Singapore,62,7.58
8.219.201.174,443,443,true,SIN,Asia Pacific,Singapore,87,7.58
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,25,7.57
8.219.238.145,80,80,false,SIN,Asia Pacific,Singapore,3,7.57
8.219.163.195,8443,8443,true,SIN,Asia Pacific,Singapore,103,7.57
47.236.205.188,2082,2082,false,SIN,Asia Pacific,Singapore,21,7.57
8.217.85.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,7.57
47.237.95.140,8443,8443,true,SIN,Asia Pacific,Singapore,71,7.57
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,44,7.57
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,7.57
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.56
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,18,7.56
8.219.196.117,2096,2096,true,SIN,Asia Pacific,Singapore,116,7.56
8.218.119.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,7.56
8.219.189.143,2096,2096,true,SIN,Asia Pacific,Singapore,81,7.56
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.56
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,58,7.56
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,7.55
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,7.55
8.222.144.117,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.55
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,112,7.55
8.219.151.193,8443,8443,true,SIN,Asia Pacific,Singapore,109,7.55
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,7.54
8.222.137.192,2087,2087,true,SIN,Asia Pacific,Singapore,100,7.54
8.219.228.157,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.54
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,14,7.53
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,24,7.53
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,122,7.53
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,82,7.53
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,19,7.53
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,7.53
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.52
8.218.8.142,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,7.52
8.219.251.81,2082,2082,false,SIN,Asia Pacific,Singapore,8,7.52
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,7.52
8.219.206.180,2083,2083,true,SIN,Asia Pacific,Singapore,107,7.51
47.236.205.188,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.51
8.218.207.169,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,7.51
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,6,7.51
8.218.105.223,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,7.51
8.210.245.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,7.51
8.219.177.205,2096,2096,true,SIN,Asia Pacific,Singapore,74,7.51
47.243.161.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,7.50
47.243.162.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,7.50
8.219.197.111,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.49
8.219.210.57,2053,2053,true,SIN,Asia Pacific,Singapore,116,7.49
8.219.72.50,2083,2083,true,SIN,Asia Pacific,Singapore,134,7.49
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,24,7.49
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,96,7.48
8.219.191.110,2083,2083,true,SIN,Asia Pacific,Singapore,56,7.48
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.47
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,20,7.47
8.217.239.116,80,80,false,HKG,Asia Pacific,Hong Kong,40,7.47
47.236.116.26,2083,2083,true,SIN,Asia Pacific,Singapore,61,7.47
