IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,44,10.76
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,23,10.74
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,19,10.74
8.210.100.23,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,10.73
47.236.87.246,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.73
8.219.222.8,2053,2053,true,SIN,Asia Pacific,Singapore,190,10.73
8.219.170.180,2096,2096,true,SIN,Asia Pacific,Singapore,75,10.72
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.71
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,19,10.71
8.219.222.8,2087,2087,true,SIN,Asia Pacific,Singapore,104,10.71
8.219.40.37,2053,2053,true,SIN,Asia Pacific,Singapore,117,10.71
8.222.219.34,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.71
8.217.147.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,87,10.70
8.219.206.180,2083,2083,true,SIN,Asia Pacific,Singapore,135,10.69
8.219.132.64,2087,2087,true,SIN,Asia Pacific,Singapore,55,10.69
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,105,10.69
8.218.243.95,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,10.68
8.219.72.50,2096,2096,true,SIN,Asia Pacific,Singapore,70,10.68
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,88,10.67
8.219.228.186,2087,2087,true,SIN,Asia Pacific,Singapore,79,10.67
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,18,10.67
47.76.80.72,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,10.67
8.217.145.40,443,443,true,HKG,Asia Pacific,Hong Kong,83,10.67
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,10.67
8.218.110.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,10.67
8.219.247.203,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.66
8.219.228.157,8443,8443,true,SIN,Asia Pacific,Singapore,97,10.66
8.219.206.53,8443,8443,true,SIN,Asia Pacific,Singapore,134,10.66
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,64,10.65
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,146,10.65
8.219.73.188,2053,2053,true,SIN,Asia Pacific,Singapore,86,10.64
8.219.193.22,2087,2087,true,SIN,Asia Pacific,Singapore,142,10.64
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,47,10.64
8.219.6.157,8443,8443,true,SIN,Asia Pacific,Singapore,76,10.64
8.219.193.202,2096,2096,true,SIN,Asia Pacific,Singapore,89,10.64
47.243.206.150,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,10.64
8.218.11.90,2096,2096,true,HKG,Asia Pacific,Hong Kong,95,10.64
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,10.63
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,82,10.62
8.222.213.221,8880,8880,false,SIN,Asia Pacific,Singapore,26,10.62
8.218.18.235,80,80,false,HKG,Asia Pacific,Hong Kong,38,10.62
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,10.61
8.219.11.158,2096,2096,true,SIN,Asia Pacific,Singapore,169,10.60
8.219.103.57,2082,2082,false,SIN,Asia Pacific,Singapore,21,10.60
8.219.228.193,2053,2053,true,SIN,Asia Pacific,Singapore,168,10.59
8.219.58.64,8080,8080,false,SIN,Asia Pacific,Singapore,33,10.59
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,31,10.58
8.219.93.5,2053,2053,true,SIN,Asia Pacific,Singapore,72,10.58
47.236.116.182,80,80,false,SIN,Asia Pacific,Singapore,9,10.57
8.219.242.208,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.57
8.217.49.234,443,443,true,HKG,Asia Pacific,Hong Kong,52,10.56
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,15,10.56
47.236.116.182,2052,2052,false,SIN,Asia Pacific,Singapore,21,10.56
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,65,10.56
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,79,10.55
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,81,10.55
8.219.1.92,8080,8080,false,SIN,Asia Pacific,Singapore,5,10.55
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,26,10.55
8.219.106.15,2096,2096,true,SIN,Asia Pacific,Singapore,92,10.55
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,107,10.54
8.219.201.174,8880,8880,false,SIN,Asia Pacific,Singapore,21,10.54
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,10.53
8.219.99.8,2087,2087,true,SIN,Asia Pacific,Singapore,68,10.53
8.219.97.179,2096,2096,true,SIN,Asia Pacific,Singapore,5,10.53
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,126,10.53
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,7,10.52
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,21,10.52
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,103,10.52
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,10.52
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,121,10.51
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,76,10.51
8.219.145.245,8080,8080,false,SIN,Asia Pacific,Singapore,18,10.50
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,72,10.50
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,18,10.50
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,55,10.49
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,10.49
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,10.49
8.219.248.47,80,80,false,SIN,Asia Pacific,Singapore,24,10.48
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.48
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,34,10.48
8.222.187.4,2082,2082,false,SIN,Asia Pacific,Singapore,51,10.48
8.222.144.117,8443,8443,true,SIN,Asia Pacific,Singapore,96,10.47
8.219.142.229,443,443,true,SIN,Asia Pacific,Singapore,57,10.47
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,14,10.47
8.219.247.203,2083,2083,true,SIN,Asia Pacific,Singapore,92,10.47
8.219.6.150,8880,8880,false,SIN,Asia Pacific,Singapore,23,10.47
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,10.46
8.219.197.111,2082,2082,false,SIN,Asia Pacific,Singapore,20,10.46
8.219.51.211,443,443,true,SIN,Asia Pacific,Singapore,36,10.46
8.219.102.252,8080,8080,false,SIN,Asia Pacific,Singapore,15,10.45
8.219.11.158,2053,2053,true,SIN,Asia Pacific,Singapore,98,10.45
8.222.180.242,2053,2053,true,SIN,Asia Pacific,Singapore,62,10.44
47.236.116.182,8880,8880,false,SIN,Asia Pacific,Singapore,20,10.44
8.219.178.101,2096,2096,true,SIN,Asia Pacific,Singapore,69,10.43
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,14,10.43
8.219.78.188,2053,2053,true,SIN,Asia Pacific,Singapore,105,10.43
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,44,10.43
8.222.187.4,2087,2087,true,SIN,Asia Pacific,Singapore,62,10.43
8.219.170.180,443,443,true,SIN,Asia Pacific,Singapore,58,10.42
8.222.244.123,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.42
8.222.237.131,2096,2096,true,SIN,Asia Pacific,Singapore,166,10.42
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,199,10.42
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.41
8.219.102.252,80,80,false,SIN,Asia Pacific,Singapore,8,10.41
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,42,10.41
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,47,10.40
8.219.241.189,2095,2095,false,SIN,Asia Pacific,Singapore,31,10.40
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,137,10.40
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,10.39
8.219.238.145,8443,8443,true,SIN,Asia Pacific,Singapore,103,10.39
8.219.12.152,2083,2083,true,SIN,Asia Pacific,Singapore,167,10.39
8.222.212.219,2096,2096,true,SIN,Asia Pacific,Singapore,44,10.39
47.237.83.20,8443,8443,true,SIN,Asia Pacific,Singapore,107,10.37
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.37
8.222.174.108,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.37
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,48,10.37
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,21,10.37
8.222.144.117,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.36
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,10.36
8.219.12.152,2052,2052,false,SIN,Asia Pacific,Singapore,14,10.36
8.219.245.187,2086,2086,false,SIN,Asia Pacific,Singapore,20,10.35
8.219.215.214,2086,2086,false,SIN,Asia Pacific,Singapore,22,10.35
8.219.196.117,8880,8880,false,SIN,Asia Pacific,Singapore,53,10.35
8.210.101.157,80,80,false,HKG,Asia Pacific,Hong Kong,54,10.35
8.222.160.176,2083,2083,true,SIN,Asia Pacific,Singapore,59,10.35
8.218.207.169,2053,2053,true,HKG,Asia Pacific,Hong Kong,130,10.35
47.245.107.174,2082,2082,false,SIN,Asia Pacific,Singapore,21,10.34
8.219.247.203,2053,2053,true,SIN,Asia Pacific,Singapore,151,10.34
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,24,10.34
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.34
8.222.221.86,2096,2096,true,SIN,Asia Pacific,Singapore,101,10.34
47.76.77.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,10.34
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,9,10.33
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.33
8.219.213.112,8080,8080,false,SIN,Asia Pacific,Singapore,2,10.33
8.222.208.83,443,443,true,SIN,Asia Pacific,Singapore,59,10.33
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.33
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.32
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,47,10.32
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,18,10.32
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,41,10.31
8.219.101.138,443,443,true,SIN,Asia Pacific,Singapore,112,10.31
8.219.100.155,2083,2083,true,SIN,Asia Pacific,Singapore,99,10.31
47.236.170.54,2053,2053,true,SIN,Asia Pacific,Singapore,44,10.31
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.31
8.219.73.21,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.31
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,10.31
8.219.50.180,2087,2087,true,SIN,Asia Pacific,Singapore,42,10.30
8.219.191.40,2052,2052,false,SIN,Asia Pacific,Singapore,15,10.29
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,30,10.29
8.219.86.200,2053,2053,true,SIN,Asia Pacific,Singapore,66,10.28
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,23,10.28
8.219.87.30,2053,2053,true,SIN,Asia Pacific,Singapore,86,10.28
8.219.188.162,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.27
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,26,10.27
8.217.239.116,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,10.27
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,92,10.26
8.222.212.219,2083,2083,true,SIN,Asia Pacific,Singapore,64,10.26
8.219.251.81,2096,2096,true,SIN,Asia Pacific,Singapore,96,10.26
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,62,10.26
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,76,10.26
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,10.26
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,6,10.25
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.25
8.222.198.105,80,80,false,SIN,Asia Pacific,Singapore,3,10.25
47.237.84.173,2053,2053,true,SIN,Asia Pacific,Singapore,146,10.25
8.218.201.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,10.24
8.222.152.165,80,80,false,SIN,Asia Pacific,Singapore,12,10.23
8.222.150.197,2053,2053,true,SIN,Asia Pacific,Singapore,79,10.23
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,10.23
8.219.228.157,2053,2053,true,SIN,Asia Pacific,Singapore,193,10.23
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.23
8.219.247.203,8880,8880,false,SIN,Asia Pacific,Singapore,27,10.23
47.237.100.206,8880,8880,false,SIN,Asia Pacific,Singapore,32,10.22
8.222.255.15,443,443,true,SIN,Asia Pacific,Singapore,89,10.22
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.22
8.218.204.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,10.22
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,15,10.21
8.219.198.34,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.21
8.222.221.90,2096,2096,true,SIN,Asia Pacific,Singapore,74,10.21
8.222.128.131,8880,8880,false,SIN,Asia Pacific,Singapore,24,10.21
8.219.140.229,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.20
47.88.15.127,443,443,true,SJC,North America,San Jose,179,10.19
47.236.118.216,2096,2096,true,SIN,Asia Pacific,Singapore,54,10.19
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,10.19
8.222.219.34,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.19
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,107,10.18
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,10.18
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,8,10.18
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,35,10.18
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,87,10.18
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,38,10.18
8.219.193.22,8443,8443,true,SIN,Asia Pacific,Singapore,118,10.18
8.219.6.157,8443,8443,true,SIN,Asia Pacific,Singapore,129,10.18
8.219.177.205,2087,2087,true,SIN,Asia Pacific,Singapore,79,10.17
8.219.238.145,2096,2096,true,SIN,Asia Pacific,Singapore,139,10.17
8.219.201.8,2052,2052,false,SIN,Asia Pacific,Singapore,50,10.17
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.17
8.222.183.242,2087,2087,true,SIN,Asia Pacific,Singapore,160,10.16
8.222.140.87,2052,2052,false,SIN,Asia Pacific,Singapore,309,10.16
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,11,10.15
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.15
8.219.163.195,8443,8443,true,SIN,Asia Pacific,Singapore,107,10.15
8.219.50.180,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.15
8.219.82.35,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.15
8.222.152.165,443,443,true,SIN,Asia Pacific,Singapore,101,10.14
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.14
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,156,10.14
8.219.40.37,8443,8443,true,SIN,Asia Pacific,Singapore,109,10.14
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,20,10.14
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,65,10.13
8.219.156.148,2095,2095,false,SIN,Asia Pacific,Singapore,42,10.13
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,21,10.12
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,80,10.11
8.219.167.65,2083,2083,true,SIN,Asia Pacific,Singapore,86,10.11
8.219.170.223,2095,2095,false,SIN,Asia Pacific,Singapore,6,10.10
47.236.237.90,2087,2087,true,SIN,Asia Pacific,Singapore,63,10.10
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,69,10.10
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.10
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,8,10.10
8.222.244.192,2096,2096,true,SIN,Asia Pacific,Singapore,86,10.09
8.219.101.138,2086,2086,false,SIN,Asia Pacific,Singapore,13,10.09
8.218.11.90,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,10.09
47.236.121.7,2096,2096,true,SIN,Asia Pacific,Singapore,69,10.09
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,10.09
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,10.09
8.219.167.65,80,80,false,SIN,Asia Pacific,Singapore,8,10.09
8.219.202.130,8443,8443,true,SIN,Asia Pacific,Singapore,95,10.08
8.219.206.180,2052,2052,false,SIN,Asia Pacific,Singapore,19,10.08
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,146,10.08
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,22,10.08
8.219.12.152,2053,2053,true,SIN,Asia Pacific,Singapore,209,10.07
8.218.188.129,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,10.07
8.222.209.223,80,80,false,SIN,Asia Pacific,Singapore,16,10.07
8.219.215.214,8080,8080,false,SIN,Asia Pacific,Singapore,65,10.06
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,10.06
8.219.193.202,2087,2087,true,SIN,Asia Pacific,Singapore,141,10.04
47.236.87.246,2087,2087,true,SIN,Asia Pacific,Singapore,58,10.04
8.210.192.93,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,10.03
47.236.254.120,8443,8443,true,SIN,Asia Pacific,Singapore,114,10.03
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,113,10.03
8.219.206.53,2052,2052,false,SIN,Asia Pacific,Singapore,53,10.02
8.222.224.17,2087,2087,true,SIN,Asia Pacific,Singapore,26,10.02
8.219.196.117,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.02
8.219.228.186,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.02
8.219.245.187,8880,8880,false,SIN,Asia Pacific,Singapore,21,10.02
47.236.150.13,2052,2052,false,SIN,Asia Pacific,Singapore,13,10.02
8.219.137.50,2053,2053,true,SIN,Asia Pacific,Singapore,90,10.01
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,18,10.00
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,25,10.00
8.219.74.35,2083,2083,true,SIN,Asia Pacific,Singapore,60,10.00
8.219.186.189,2052,2052,false,SIN,Asia Pacific,Singapore,3,9.99
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,159,9.99
8.219.13.143,2082,2082,false,SIN,Asia Pacific,Singapore,19,9.99
8.218.211.17,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,9.99
8.222.226.15,8880,8880,false,SIN,Asia Pacific,Singapore,24,9.99
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,26,9.97
47.237.84.173,2096,2096,true,SIN,Asia Pacific,Singapore,112,9.97
8.222.221.86,443,443,true,SIN,Asia Pacific,Singapore,20,9.97
8.218.11.90,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,9.97
8.219.206.180,2096,2096,true,SIN,Asia Pacific,Singapore,99,9.96
8.219.196.24,2052,2052,false,SIN,Asia Pacific,Singapore,14,9.96
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,30,9.95
8.219.61.52,2095,2095,false,SIN,Asia Pacific,Singapore,27,9.95
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,127,9.95
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,41,9.95
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,9.94
8.219.6.157,2083,2083,true,SIN,Asia Pacific,Singapore,122,9.94
8.219.6.157,2082,2082,false,SIN,Asia Pacific,Singapore,25,9.94
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,101,9.94
8.219.156.148,2082,2082,false,SIN,Asia Pacific,Singapore,8,9.93
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,50,9.93
47.236.117.48,443,443,true,SIN,Asia Pacific,Singapore,44,9.93
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,14,9.93
8.219.12.152,8880,8880,false,SIN,Asia Pacific,Singapore,9,9.93
8.222.212.219,2052,2052,false,SIN,Asia Pacific,Singapore,5,9.92
8.219.213.112,2096,2096,true,SIN,Asia Pacific,Singapore,120,9.92
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,9.92
8.219.40.255,2083,2083,true,SIN,Asia Pacific,Singapore,111,9.91
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,24,9.91
8.222.165.117,2096,2096,true,SIN,Asia Pacific,Singapore,71,9.91
47.88.15.127,443,443,true,SJC,North America,San Jose,171,9.90
47.236.172.95,2083,2083,true,SIN,Asia Pacific,Singapore,80,9.90
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,56,9.90
8.210.156.6,2053,2053,true,HKG,Asia Pacific,Hong Kong,95,9.90
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,52,9.90
47.237.95.146,8880,8880,false,SIN,Asia Pacific,Singapore,41,9.89
47.236.118.216,2087,2087,true,SIN,Asia Pacific,Singapore,75,9.88
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,17,9.88
8.219.99.8,2053,2053,true,SIN,Asia Pacific,Singapore,57,9.88
47.237.94.140,2082,2082,false,SIN,Asia Pacific,Singapore,23,9.88
8.218.110.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,9.88
8.219.101.138,2082,2082,false,SIN,Asia Pacific,Singapore,4,9.88
8.219.141.174,8080,8080,false,SIN,Asia Pacific,Singapore,7,9.88
8.219.206.180,443,443,true,SIN,Asia Pacific,Singapore,119,9.87
8.219.191.110,8880,8880,false,SIN,Asia Pacific,Singapore,14,9.87
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,9.87
8.219.161.129,2053,2053,true,SIN,Asia Pacific,Singapore,159,9.87
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,87,9.86
8.222.214.13,2087,2087,true,SIN,Asia Pacific,Singapore,82,9.86
8.222.208.83,2086,2086,false,SIN,Asia Pacific,Singapore,21,9.86
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,112,9.86
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,9.85
8.219.157.97,8443,8443,true,SIN,Asia Pacific,Singapore,60,9.85
8.222.254.91,2096,2096,true,SIN,Asia Pacific,Singapore,65,9.84
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,57,9.84
8.219.251.81,2095,2095,false,SIN,Asia Pacific,Singapore,10,9.83
47.236.169.15,2096,2096,true,SIN,Asia Pacific,Singapore,67,9.83
